Name;Density (g/cc);E-Modul (GPa);Poissons Ratio;Class
DuPont Performance Polymers Zytel HTNFG52G35HSL BK011 PA6T/66-GF35;1.45;11.4 - 11.7;0.330
DuPont Performance Polymers Zytel HTNFR52G30BL BK337 PA6T/66-GF30FR(16+72);1.62;11.8;0.330
DuPont Performance Polymers Zytel HTNFR52G30BL NC010 PA6T/66-GF30FR(16+72);1.62;11.0 - 12.0;0.330 - 0.340
DuPont Performance Polymers Zytel HTNFR52G30NH BK337 PA6T/66-GF30FR(40);1.44;10.0;0.340
DuPont Performance Polymers Zytel HTNFR52G30NH NC010 PA6T/66-GF30FR(40);1.44;10.5;0.340
DuPont Performance Polymers Zytel HTN (PA6T/66) HTNFR52G35NHF BK337 PA(6T/66)-GF35FR(40);1.49;12.8;0.330
DuPont Performance Polymers Zytel HTNFR52G45BL BK337 PA6T/66-GF45FR(16+72);1.76;17.0;0.330
DuPont Performance Polymers Zytel (PA66) NVH70G35HSLA BK152 PA66-IGF35;1.42;8.30 - 10.2;0.340
DuPont Performance Polymers Zytel PLS90G30DR BK099 PA66-GF30;1.36;7.00 - 9.50;0.340 - 0.350
DuPont Performance Polymers Zytel PLS93G35DH1 BK549 PA6-GF35;1.40;6.50 - 12.0;0.330 - 0.350
DuPont Performance Polymers Zytel PLS PLS95G35DH1 BK549 PA66/6T-GF35;1.26 - 1.43;8.00 - 11.0;0.340
DuPont Performance Polymers Zytel PLS95G35DH1 NC010 PA66/6T-GF35;1.43;8.00 - 11.0;0.340
DuPont Performance Polymers Zytel RS RS 78G33FHS BK083 Biobased PA610, 33% Glass;1.34;10.0;0.340
DuPont Performance Polymers Zytel XT XT70G35HSL BK044A PA66-GF35;1.24 - 1.41;7.50 - 11.0;0.340
DuPont Performance Polymers Zytel XT XT70G50HSL BK044A PA66-GF50;1.59;11.5 - 17.0;0.330
DuPont Performance Polymers Zytel HTN (PA6T/XT) HTNFR51G35L BK337 PA6T/XT-GF35FR(17);1.67;14.0 - 14.5;0.330
DuPont Performance Polymers Zytel HTN (PA6T/XT) HTNFR51G35L NC010 PA6T/XT-GF35FR(17);1.49 - 1.65;14.0;0.330
Plenco 1501 Polyester, Pellet, Injection Molded;1.87;10.3;0.330
Plenco 1501 Polyester, Briquette, Transfer Molded;1.89;11.6;0.320
Plenco 1530 Polyester, Briquette, Transfer Molded;1.99;18.2;0.320
Plenco 1581 Polyester, Pellet, Injection Molded;1.83;11.7;0.320
Plenco 1586 Polyester, Pellet, Injection Molded;1.89;11.7;0.320
Plenco 2311 Phenolic, Granular, Injection Molded;1.41;8.20;0.330
Plenco 2408 Phenolic, Granular, Injection Molded;1.40;8.40;0.340
Plenco 3509 Phenolic, Granular, Injection Molded;1.57;8.50;0.330
Plenco 4002 Phenolic, Granular, Injection Molded;1.59;10.5;0.320
Plenco 4300 Phenolic, Granular, Injection Molded;1.54;9.90;0.330
Plenco 4300 Phenolic, Granular, Transfer Molded;1.55;10.0;0.330
Plenco 4304 Phenolic, Nodular, Transfer Molded;1.56;9.10;0.330
Plenco 4309 Phenolic, Nodular, Injection Molded;1.54;9.30;0.340
Plenco 4311 Phenolic, Granular, Injection Molded;1.48;9.10;0.340
Plenco 4311 Phenolic, Granular, Transfer Molded;1.47;9.10;0.340
Plenco 4349 Phenolic, Granular, Injection Molded;1.56;9.40;0.330
Plenco 4466 Phenolic, Granular, Injection Molded;1.58;10.3;0.340
Plenco 4466 Phenolic, Granular, Transfer Molded;1.59;10.1;0.330
Plenco 4527 Phenolic, Granular, Injection Molded;1.58;10.1;0.340
Plenco 4548 Phenolic, Granular, Transfer Molded;1.47;9.00;0.340
Plenco 6401 Phenolic, Briquette, Injection Molded;1.73;15.9;0.330
Plenco 7202 Phenolic, Granular, Injection Molded;1.37;7.60;0.340
Plenco 7507 Phenolic, Granular, Injection Molded;1.52;7.90;0.330
PBI Performance Products Celazole TF-60 V Glass Fiber Reinforced Melt Processable Polybenzimidazole;1.52;12.0;0.340
A. Schulman Premi-Glas 1281-47 VE SMC;1.80;13.0;0.330
Evonik Rohacell 71 S Self-Extinguishing Grade Polymethacrylimide (PMI) Foam;0.0750;0.0900;0.320
Solvay Specialty Polymers KetaSpire KT-820 PEEK, Low melt flow for extrusion and injection molding;1.30;3.50 - 3.83;0.330
Solvay Specialty Polymers KetaSpire KT-820 GF30 PEEK, 30% glass fiber;1.53;10.5 - 11.4;0.340
Solvay Specialty Polymers Ryton R-7-232BL PPS, Glass/mineral filled;1.98;21.4;0.340
Solvay Specialty Polymers Ryton R-7-232NA PPS, Glass/mineral filled;1.97;21.5;0.340
Fir, Subalpine;0.320;8.89;0.332 - 0.437
Pond Pine;0.560;12.1;0.280 - 0.389
Western White Pine;0.380;10.1;0.329 - 0.410
Wellman PC/ABS CB2340 Polycarbonate;1.15;2.35;0.340
Wellman PC/ABS CB1230 Polycarbonate;1.13;2.35;0.340
Wellman PC/ABS CB1230K Polycarbonate;1.13;2.35;0.340
Wellman PC/ABS CB3110D Polycarbonate;1.08;2.35;0.340
Wellman PC/ABS CB3110 Polycarbonate;1.11;2.35;0.340
Wellman PC/ABS CB4110H Polycarbonate;1.08;2.35;0.340
Hanwha Azdel Plus C321-B01 32% Chopped Fiber Mat / PP Resin Matrix;1.12 - 1.14;4.62;0.317
Hanwha Azdel Plus C401-B01 40% Chopped Fiber Mat / PP Resin Matrix;1.17 - 1.19;5.97;0.333
Hanwha Azdel AZMET CM20350 35% continuous random fiber mat / PBT resin matrix;1.59 - 1.62;8.28;0.320
Hanwha Azdel AZMET CM32350 35% continuous random fiber mat / PET resin matrix;1.57 - 1.60;7.67;0.320
Alfa Chemistry Materials Bismuth single crystal disc, 10mm (0.39in) dia, 1-3mm (0.04-0.1in) thick, (100) orientation;9.75;32.0;0.330
Alfa Chemistry Materials Bismuth single crystal disc, 10mm (0.39in) dia, 1-3mm (0.04-0.1in) thick, (111) orientation;9.75;32.0;0.330
Alfa Chemistry Materials Bismuth single crystal, 15mm (0.59in) dia, 25mm (1in) long, (100) orientation;9.75;32.0;0.330
Alfa Chemistry Materials Copper Nanotubes;8.96;110 - 128;0.340
Alfa Chemistry Materials Copper single crystal, 15mm (0.59in) dia, 50mm (2.0in) long, (110) orientation, ±2°;8.96;110 - 128;0.340
Alfa Chemistry Materials Copper single crystal, 15mm (0.59in) dia, 50mm (2.0in) long, (111) orientation;8.96;110 - 128;0.340
Alfa Chemistry Materials Tantalum single crystal disc, (111) orientation;16.7;186;0.340
Alfa Chemistry Materials Tantalum single crystal, (100) orientation, zone refined;16.7;186;0.340
Copper, Cu Annealed;8.93;110;0.343
Copper, Cu Cold-Worked;8.93 - 8.96;110;0.350
Magnesium, Mg Sand Cast;1.74;44.0;0.350
Magnesium, Mg Extruded;1.74;44.0;0.350
Magnesium, Mg Hard-Rolled Sheet;1.74;44.0;0.350
Magnesium, Mg Annealed Sheet;1.74;44.0;0.350
Manganese, Mn;7.44;159;0.350
Tantalum, Ta Cold Worked;16.6;186;0.350
Tantalum, Ta Annealed;16.6;186;0.350
Alclad Aluminum 3004-H112;2.72;70.0;0.350
Aluminum 3004-H112;2.72;70.0;0.350
Aluminum 3004-H19;2.72;69.0;0.350
Aluminum 3004-H32;2.72;68.9;0.350
Aluminum 3004-H34;2.72;68.9;0.350
Aluminum 3004-H36;2.72;68.9;0.350
Aluminum 3004-H38;2.72;68.9;0.350
Aluminum 3004-O;2.72;68.9;0.350
3013-O Aluminum;2.74;68.9;0.350
3013-H14 Aluminum;2.74;68.9;0.350
Copper nickel 10%, UNS C70600;8.94;140;0.310 - 0.350
Copper nickel 10%, UNS C70600, OSO50 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, OSO35 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, OSO25 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, H01 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, H02 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, H04 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, H06 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, H08 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, H10 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, H55 Temper flat products;8.94;140;0.350
Copper nickel 10%, UNS C70600, OSO25 Temper tubing;8.94;140;0.350
Copper nickel 10%, UNS C70600, H10 Temper wire;8.94;140;0.350
Copper nickel 20%, UNS C71000;8.94;140;0.350
Copper nickel 20%, UNS C71000, OSO50 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, OSO35 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, OSO25 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, H01 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, H02 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, H04 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, H06 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, H08 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, H10 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, H55 Temper flat products;8.94;140;0.350
Copper nickel 20%, UNS C71000, OSO25 Temper tubing;8.94;140;0.350
Copper nickel 20%, UNS C71000, H10 Temper wire;8.94;140;0.350
Copper Nickel Tin, UNS C72800;8.97;128;0.350
UNS C81400, Copper Casting Alloy;8.81;110;0.341
Magnesium Alloys, General;1.74 - 1.85;45.0;0.350
Magnesium AE42-F, Die Cast;1.80;45.0;0.350
Magnesium AM100A-T61, Sand Cast;1.83;45.0;0.350
Magnesium AM100A-F, Cast;1.83;45.0;0.350
Magnesium AM100A-T4, Cast;1.83;45.0;0.350
Magnesium AM100A-T5, Cast;1.83;45.0;0.350
Magnesium AM100A-T7, Cast;1.83;45.0;0.350
Magnesium AM100A-T6, Cast;1.83;45.0;0.350
Magnesium AM20-F, Die Cast;1.78;45.0;0.350
Magnesium AM50A-F, Die Cast;1.77;45.0;0.350
Parkway Products Thixomolded AM50A Magnesium;1.77;44.8;0.350
Magnesium AM60A-F, Die Cast;1.80;45.0;0.350
Parkway Products Thixomolded AM60A Magnesium;1.80;44.8;0.350
Magnesium AM60B-F, Die Cast;1.80;45.0;0.350
Magnesium AS21X1, Die Cast;1.78;45.0;0.350
Magnesium AS21-F, Die Cast;1.78;45.0;0.350
Magnesium AS41XA-F, Die Cast;1.77;45.0;0.350
Magnesium AS41A-F, Die Cast;1.78;45.0;0.350
Magnesium AS41B-F, Die Cast;1.78;45.0;0.350
Magnesium AS41XB-F, Die Cast;1.77;45.0;0.350
Magnesium AZ10A-F, Extruded;1.76;45.0;0.350
Magnesium AZ31B-F, Extruded Solid Shapes;1.77;45.0;0.350
Magnesium AZ31C-F, Extruded Solid Shapes;1.77;45.0;0.350
Magnesium AZ31B-O, Annealed Sheet;1.77;45.0;0.350
Magnesium AZ31B-H24, Hard Rolled Sheet;1.77;45.0;0.350
Magnesium AZ31B, Extruded Hollow Shapes;1.77;45.0;0.350
Magnesium AZ31B, Forgings;1.77;45.0;0.350
Magnesium AZ31B-H26, Hard Rolled Sheet;1.77;45.0;0.350
Magnesium AZ61A-F, Extruded Hollow Shapes;1.80;45.0;0.350
Magnesium AZ61A-F, Extruded Solid Shapes;1.80;45.0;0.350
Magnesium AZ61A-F, Forgings;1.80;45.0;0.350
Magnesium AZ63A-T6, Sand Cast;1.83;45.0;0.350
Magnesium AZ63A-F, Sand Cast;1.83;45.0;0.350
Magnesium AZ63A-T4, Sand Cast;1.83;45.0;0.350
Magnesium AZ63A-T5, Sand Cast;1.83;45.0;0.350
Magnesium AZ63A-T7, Sand Cast;1.83;45.0;0.350
Magnesium AZ80A-T5, Extruded;1.80;45.0;0.350
Magnesium AZ80A-F, Extruded;1.80;45.0;0.350
Magnesium AZ80A-T5, Forged;1.80;45.0;0.350
Magnesium AZ80A-F, Forged;1.80;45.0;0.350
Magnesium AZ80A-T6, Forged;1.80;45.0;0.350
Magnesium AZ91C-T6, Cast;1.81;44.8;0.350
Magnesium AZ91C-T4, Cast;1.81;44.8;0.350
Magnesium AZ91C-F, Cast;1.81;45.0;0.350
Magnesium AZ91E-F, Cast;1.81;45.0;0.350
Magnesium AZ91E-T4, Cast;1.81;44.8;0.350
Magnesium AZ91E-T6, Cast;1.81;44.8;0.350
Magnesium AZ91A-F, Die Cast;1.81;44.8;0.350
Magnesium AZ91B-F, Die Cast;1.81;44.8;0.350
Magnesium AZ91D-F, Cast;1.81;44.8;0.350
Parkway Products Thixomolded AZ91D Magnesium;1.80;44.8;0.350
Magnesium AZ92A-T6, Cast;1.83;45.0;0.350
Magnesium AZ92A-F, Cast;1.83;45.0;0.350
Magnesium AZ92A-T4, Cast;1.83;45.0;0.350
Magnesium AZ92A-T5, Cast;1.83;45.0;0.350
Magnesium AZ92A-T7, Cast;1.83;45.0;0.350
Magnesium EQ21-T6, Cast;1.81;45.0;0.350
Magnesium EQ-21A-T6, Sand/Permanent Mold Castings;1.81;45.0;0.350
Magnesium HK31A-T6, Cast;1.80;45.0;0.350
Magnesium HK31A-T6, Sheet;1.80;45.0;0.350
Magnesium HK31A-O, Plate;1.80;45.0;0.350
Magnesium HK31A-H24, Plate;1.80;45.0;0.350
Magnesium HM21A-T8, Sheet and Plate;1.78;45.0;0.350
Magnesium HM21A-F, Forgings;1.78;45.0;0.350
Magnesium HM21A-T81, Sheet and Plate;1.78;45.0;0.350
Magnesium HM21A-T5, Forgings;1.78;45.0;0.350
Magnesium HM31A-F;1.80;45.0;0.350
Magnesium HM31A-T5, Extruded Solid Shapes;1.81;45.0;0.350
Magnesium M1A-F, Extruded;1.77;45.0;0.350
Magnesium M1A-F Sheet, Annealed;1.77;45.0;0.350
Magnesium M1A-F, Forgings;1.77;45.0;0.350
Magnesium M1A Sheet, Hard-Rolled;1.77;45.0;0.350
Magnesium M1A Forgings;1.77;45.0;0.350
Magnesium QE22A-T6, Cast;1.82;45.0;0.350
Magnesium ZE41A-T5, Cast;1.84;45.0;0.350
Magnesium ZE63A-T6, Cast;1.87;45.0;0.350
Magnesium ZK21A-F, Extruded Solid Shapes;1.80;45.0;0.350
Magnesium ZK21A-F, Extruded Tubing;1.80;45.0;0.350
Magnesium ZK31-T5, Extruded Bars/Shapes;1.81;45.0;0.350
Magnesium ZK31-T5, Forgings;1.82;45.0;0.350
Magnesium ZK40A-T5, Extruded;1.82;45.0;0.350
Magnesium ZK51A-T5, Cast;1.83;45.0;0.350
Magnesium ZK60A-T5, Extruded;1.83;45.0;0.350
Magnesium ZK60A-F, Extruded Solids;1.83;45.0;0.350
Magnesium ZK61A-T5, Forgings;1.83;45.0;0.350
Magnesium ZK60A-T5, Forgings;1.83;45.0;0.350
Magnesium ZK60A-T6, Forgings;1.83;45.0;0.350
Magnesium ZK61A-T5, Cast;1.83;45.0;0.350
Magnesium ZK61A-T6, Cast;1.83;45.0;0.350
Magnesium ZM21-F, Forgings;1.78;45.0;0.350
Magnesium ZM21-F, Extruded Bars/Shapes;1.78;45.0;0.350
Magnesium ZM21-H24, Sheet and Plate;1.78;45.0;0.350
Magnesium ZM21-0, Sheet and Plate;1.78;45.0;0.350
Niobium, Nb High Purity;8.57;103;0.350
Tantalum, Ta Sintered, Cast (UNS R05210);16.7;185;0.350
Titanium Ti-6Al-4V (Grade 5), Annealed;4.43;114;0.342
Titanium Ti-6Al-4V ELI (Grade 23), Annealed;4.43;114;0.342
Titanium, high purity;4.51;105;0.320 - 0.360
Grade 702 Zirconium, Commercially Pure;6.50;99.3;0.350
Reactor Grade Zirconium;6.50;99.3;0.350
ATI Wah Chang Zircadyne Alloy Zr 702;6.50;99.2;0.350
Special Metals INCONEL Alloy 686 Nickel Superalloy Rod (UNS N06686);8.73;207;0.330 - 0.380
Industeel VIRGO 39 16% Cr, 5% Ni, Martensitic Stainless Steel;7.70;210;0.346
Industeel SIRIUS 800 Heat Resistant Alloy;8.00;196;0.342
Industeel SIRIUS 800 H Heat Resistant Alloy;8.00;196;0.342
Industeel SIRIUS 800 H+ Heat Resistant Alloy;8.00;196;0.342
Magnesium Elektron Elektron AZ91E Magnesium Casting Alloy;1.81;44.0;0.350
Magnesium Elektron Elektron RZ5 Magnesium Casting Alloy;1.84;44.1;0.350
Magnesium Elektron Elektron AZ80A Magnesium Alloy;1.80;45.0;0.350
Magnesium Elektron Elektron AZ31B Magnesium Alloy;1.78;45.0;0.350
Magnesium Elektron Elektron AZ91E Magnesium Casting Alloy;1.81;44.0;0.350
Magnesium Elektron Elektron RZ5 Magnesium Casting Alloy, UNS M16410;1.80 - 1.84;44.1;0.350
Magnesium Elektron Elektron ZK60A Magnesium Alloy, UNS M16600;1.83;45.0;0.350
Magnesium Elektron Elektron AZ80A Magnesium Alloy, UNS M11800;1.80 - 1.81;45.0;0.350
Magnesium Elektron Elektron AZ31B Magnesium Extrusion Alloy, UNS M11311;1.77 - 1.78;45.0;0.350
Erbslöh Aluminium DISPAL S693 Aluminum Alloy, AlCu5Ti, Condition T4;2.68 - 2.96;72.0;0.341
Erbslöh Aluminium DISPAL S693 Aluminum Alloy, AlCu5Ti, Condition T6;2.68 - 2.96;72.0;0.341
Overview of materials for Polycarbonate/ABS Alloy, Unreinforced;0.962 - 1.50;1.67 - 11.1;0.340 - 0.380
Overview of materials for Acetal Copolymer, Unreinforced;1.14 - 1.58;0.586 - 11.7;0.350 - 0.430
Overview of materials for Epoxy Cure Resin;0.860 - 2.60;0.0207 - 215;0.350 - 0.420
Overview of materials for Epoxy Adhesive;0.137 - 4.80;0.0345 - 59.1;0.0200 - 0.680
Overview of materials for Epoxy/Carbon Fiber Composite;1.15 - 2.25;2.62 - 520;0.0200 - 0.960
Overview of materials for Polyetheretherketone, Carbon Fiber Filled;1.32 - 1.90;1.00 - 172;0.260 - 0.420
Overview of materials for Nylon 6, Unreinforced;0.670 - 4.50;0.210 - 16.6;0.350 - 0.450
Overview of materials for Nylon 6, Impact Grade;1.02 - 2.50;0.145 - 15.0;0.350 - 0.470
Overview of materials for Nylon 6, Heat Stabilized;1.04 - 1.70;0.470 - 20.0;0.350
Overview of materials for Nylon 6, 20% Glass Fiber Filled;1.14 - 1.67;1.10 - 14.3;0.350 - 0.440
Overview of materials for Nylon 6, 30% Glass Fiber Filled;1.20 - 1.67;0.160 - 23.7;0.340 - 0.380
Overview of materials for Nylon 6, 40% Glass Fiber Filled;1.30 - 1.75;3.70 - 15.9;0.330 - 0.390
Overview of materials for Nylon 6, 50% Glass Fiber Filled;1.46 - 1.80;3.80 - 30.1;0.170 - 0.380
Overview of materials for Nylon 6, Glass Filled, Impact Grade;1.15 - 1.53;1.70 - 13.8;0.350
Overview of materials for Nylon 6, 40% Mineral Filled;1.35 - 2.01;0.600 - 12.8;0.350 - 0.390
Overview of materials for Nylon 66/6, 30% Glass Fiber Reinforced;1.23 - 1.62;1.80 - 12.0;0.330 - 0.400
Overview of materials for Nylon 66/6, 40% Glass Fiber Reinforced;1.39 - 1.76;3.00 - 17.8;0.330 - 0.390
Overview of materials for Nylon 66, Impact Grade;1.03 - 1.46;0.600 - 41.4;0.350 - 0.460
Overview of materials for Nylon 66, Heat Stabilized;1.04 - 2.50;0.700 - 24.5;0.350
Overview of materials for Nylon 66, 10% Glass Fiber Filled;1.09 - 1.51;1.79 - 10.4;0.350 - 0.400
Overview of materials for Nylon 66, 20% Glass Fiber Filled;1.12 - 1.60;2.40 - 12.0;0.350 - 0.400
Overview of materials for Nylon 66, 30% Glass Fiber Filled;1.11 - 1.82;0.220 - 15.5;0.340 - 0.400
Overview of materials for Nylon 66, 40% Glass Fiber Filled;1.20 - 1.72;1.30 - 18.5;0.330 - 0.400
Overview of materials for Nylon 66, 50% Glass Fiber Filled;1.45 - 1.78;4.00 - 19.8;0.330 - 0.400
Overview of materials for Nylon 66, 30% Mineral Filled;1.30 - 1.62;1.90 - 9.31;0.350 - 0.410
Overview of materials for Nylon 66, 40% Mineral Filled;1.32 - 1.67;0.400 - 10.0;0.340 - 0.400
Overview of materials for Nylon 66, Glass/Mineral Filled;1.23 - 1.73;3.30 - 15.5;0.340 - 0.400
Overview of materials for Nylon 610;0.930 - 3.80;0.0510 - 27.6;0.340 - 0.460
Overview of materials for Nylon 12;0.820 - 11.0;0.0800 - 100;0.350 - 0.430
Overview of materials for Phenolic, Novolac, Woodflour Filled;1.36 - 1.43;7.60 - 9.40;0.330 - 0.360
Overview of materials for Phenolic, Novolac, Flock Filled;1.38 - 1.45;6.90 - 8.27;0.300 - 0.350
Overview of materials for Phenolic, Novolac, Mineral Filled;1.46 - 1.99;8.10 - 23.0;0.270 - 0.350
Overview of materials for Phenolic, Resole, Wood Filled;1.36 - 1.54;6.60 - 9.40;0.330 - 0.360
Overview of materials for Polycarbonate/ASA Alloy, Unreinforced;1.07 - 1.24;1.86 - 3.10;0.280 - 0.360
Overview of materials for Polybutylene Terephthalate (PBT), Glass Fiber Filled, Flame Retardant;1.27 - 1.75;0.765 - 21.2;0.330 - 0.350
Overview of materials for Polybutylene Terephthalate (PBT), 20% Glass Fiber Filled;1.22 - 1.80;2.07 - 14.0;0.350 - 0.370
Overview of materials for Polytrimethylene Terephthalate (PTT);1.05 - 1.77;1.60 - 29.0;0.330 - 0.380
Overview of materials for PBT + ASA Blend, Glass Fiber Reinforced;1.25 - 1.57;2.90 - 10.5;0.340 - 0.350
Overview of materials for Polyethylene Terephthalate (PET), Glass Fiber Filled, Flame Retardant;1.49 - 1.80;0.00600 - 14.6;0.330 - 0.350
Overview of materials for Polyethylene Terephthalate (PET), 20% Glass Reinforced;1.38 - 1.63;4.30 - 9.00;0.340 - 0.360
Overview of materials for Thermoset Polyester Glass and Mineral Filled BMC;1.67 - 2.27;6.00 - 20.2;0.290 - 0.390
Overview of materials for Polyetherimide (PEI);0.0500 - 1.78;0.000 - 39.4;0.300 - 0.440
Overview of materials for Polyimide;0.00545 - 1.88;0.107 - 46.9;0.250 - 0.410
Overview of materials for Polyphenylene Sulfide (PPS), Mineral/Glass-Fiber Filled;1.62 - 2.11;6.89 - 26.5;0.340 - 0.360
Overview of materials for Polyphthalamide (PPA);1.10 - 3.80;0.500 - 53.1;0.290 - 0.410
Overview of materials for Polyphthalamide (PPA), High Impact;1.11 - 1.15;1.90 - 2.76;0.350
Overview of materials for Polyphthalamide (PPA), 30% Glass Fiber Reinforced;1.34 - 1.75;7.58 - 18.6;0.340 - 0.410
Overview of materials for Polyphthalamide (PPA), Glass Fiber 40%;1.11 - 1.83;2.20 - 17.2;0.330 - 0.390
Overview of materials for Polyphthalamide (PPA), 50% Glass Fiber Reinforced;1.53 - 1.99;10.3 - 22.1;0.330 - 0.410
Overview of materials for Polyphthalamide (PPA), Mineral Filled;1.35 - 1.80;4.40 - 11.6;0.290 - 0.380
Overview of materials for Thermoset Polyurethane Foam, Unreinforced;0.00800 - 1.39;0.000138 - 3.45;0.300 - 0.750
Atom Adhesives AA-DUCT 905 Epoxy Adhesive;2.35;4.14;0.350
Atom Adhesives AA-DUCT AD1 Silver Filled Epoxy Adhesive;2.35;4.14;0.350
Covestro Makrolon IR sheet Polycarbonate;1.20;2.34;0.350
Solvay CYCOM 5320-1 Epoxy with T40/800B Unidirectional Tape Composite;1.31;9.70 - 156;0.344
Solvay CYCOM 759F Epoxy - Unidirectional Carbon Tape Reinforced Prepreg;1.23;8.00 - 145;0.350 - 0.700
Network Polymers Kepital F20-03;1.41;2.97;0.350
Network Polymers Kepital F30-03;1.41;2.88;0.350
DSM Somos NanoTool™ Resin for Stereolithography, UV Postcure;1.65;11.0 - 11.4;0.340 - 0.380
DSM Somos NanoTool™ Resin for Stereolithography, UV & Thermal Postcure;1.65;10.4 - 11.2;0.290 - 0.360
DuPont Performance Polymers Crastin CE15315 BK010 PBT-GF15FR(17);1.49;5.70;0.350
DuPont Performance Polymers Crastin CE15315 NC010 PBT-GF15FR(17);1.50;5.96;0.350
DuPont Performance Polymers Crastin FR1301TC BK350 PBT-I-CD40FR(17);1.67;7.10;0.350
DuPont Performance Polymers Crastin HR5315HF BK503 PBT-IGF15;1.37;5.20;0.350
DuPont Performance Polymers Crastin HR5315HF NC010 PBT-IGF15;1.37;5.20;0.350
DuPont Performance Polymers Crastin HR5315HFS BK591 PBT-IGF15;1.38;5.00;0.350
DuPont Performance Polymers Crastin HR5315HFS NC010 PBT-IGF15;1.38;5.00;0.350
DuPont Performance Polymers Crastin LW9020 BK580 PBT+ASA-GF20;1.35;7.00;0.350
DuPont Performance Polymers Crastin LW9020 NC010 PBT+ASA-GF20;1.35;7.00;0.350
DuPont Performance Polymers Crastin SK602 BK851 PBT-GF15;1.41;5.80;0.350
DuPont Performance Polymers Crastin SK602 NC010 PBT-GF15;1.41;5.80;0.350
DuPont Performance Polymers Crastin SK603 BK851 PBT-GF20;1.45;7.00;0.350
DuPont Performance Polymers Crastin SK603 NC010 PBT-GF20;1.45;7.00;0.350
DuPont Performance Polymers Crastin T843FR BK851 PBTC-GF20FR(17);1.59;5.80;0.350
DuPont Performance Polymers Crastin T843FR NC010 PBTC-GF20FR(17);1.60;5.80;0.350
DuPont Performance Polymers Delrin 100P BK602 POM;1.42;3.00;0.350
DuPont Performance Polymers Delrin 100P NC010 POM;1.42;2.90;0.350
DuPont Performance Polymers Delrin 500P BK602 POM;1.42;3.10;0.350
DuPont Performance Polymers Delrin 500P NC010 POM;1.42;3.10;0.350
DuPont Performance Polymers Delrin 510GR NC000 POM-GF10;1.49;5.50;0.350
DuPont Performance Polymers Delrin 570 NC000 POM-GF20;1.56;4.90;0.350
DuPont Performance Polymers Minlon 10B40 NC010 PA66-MD40;1.51;5.40 - 9.60;0.340 - 0.350
DuPont Performance Polymers Minlon 22C NC010 PA66-(MD+GF)38;1.45;5.00 - 7.50;0.340 - 0.350
DuPont Performance Polymers Minlon 73M40 NC010 PA6-MD40;1.45;2.20 - 6.00;0.350 - 0.390
DuPont Performance Polymers Minlon EFE6053 BK413 PA66-(GF+MD)40;1.47;6.50 - 10.0;0.340 - 0.350
DuPont Performance Polymers Rynite FR515 BK507 PET-GF15FR(17);1.55;6.14;0.350
DuPont Performance Polymers Rynite FR515 NC010 PET-GF15FR(17);1.53;6.80;0.350
DuPont Performance Polymers Zytel 70G13HS1L BK031 PA66-GF13;1.23;3.50 - 5.50;0.350 - 0.370
DuPont Performance Polymers Zytel 70G13HS1L NC010 PA66-GF13;1.23;3.50 - 5.50;0.350 - 0.370
DuPont Performance Polymers Zytel 70G13L NC010 PA66-GF13;1.23;3.50 - 5.50;0.350 - 0.370
DuPont Performance Polymers Zytel 70G25HSLR BK099 PA66-GF25;1.32;6.00 - 8.50;0.340 - 0.350
DuPont Performance Polymers Zytel 70G25HSLR NC010 PA66-GF25;1.32;6.00 - 8.50;0.340 - 0.350
DuPont Performance Polymers Zytel (PA66) 70G30HSLR BK186LM PA66-GF30;1.20 - 1.37;7.00 - 10.0;0.340 - 0.350
DuPont Performance Polymers Zytel 70G30HSLR NC010 PA66-GF30;1.37;7.00 - 10.0;0.340 - 0.350
DuPont Performance Polymers Zytel 70G30L NC010 PA66-GF30;1.37;7.20 - 9.80;0.340 - 0.350
DuPont Performance Polymers Zytel 70K20HSL BK284 PA66-RF20;1.19;3.50 - 5.30;0.350 - 0.370
DuPont Performance Polymers Zytel 70K20HSL NC010 PA66-RF20;1.19;3.50 - 5.30;0.350 - 0.370
DuPont Performance Polymers Zytel 73G15HSL BK363 PA6-GF15;1.25;4.00 - 6.50;0.350 - 0.360
DuPont Performance Polymers Zytel 73G15L NC010 PA6-GF15;1.23;3.50 - 6.00;0.350 - 0.370
