Name;Density (g/cc);E-Modul (GPa);Class
Styrolution Novodur H801 ABS / PC;1.07;2.40;Thermoplastic
Styrolution Novodur 4105 ABS;1.07;2.00;Thermoplastic
Styrolution Novodur 4115 ABS;1.08;2.25;Thermoplastic
Styrolution Novodur 4140PG ABS;1.07;2.10;Thermoplastic
LATI Latiblend 7587 E61-V0 PBT/PC, Flame Retardant;1.33;1.90;Thermoplastic
LATI Laticonther 87/28 GR/50 PC, 50% Graphite Reinforced;1.47;7.00;Thermoplastic
LATI Latilon 28D G/20 PC, 20% Glass Fiber Reinforced;1.33;5.10;Thermoplastic
LATI Latilon 28D G/30 PC, 30% Glass Fiber Reinforced;1.44;8.00;Thermoplastic
LATI Latilon 28D K/20 PC, 20% Carbon Fiber Reinforced;1.28;12.0;Thermoplastic
LATI Latilon 28D K/40 PC, 40% Carbon Fiber Reinforced;1.38;18.0;Thermoplastic
LATI Latilon 30D G/10-V0 PC, 10% Glass Fiber Reinforced, Flame Retardant;1.26;3.10;Thermoplastic
LATI Latilub 30/R-07GRT PC, Graphite/PTFE Reinforced;1.08;2.30;Thermoplastic
LATI Latilub 87/24UV-20T PC, PTFE Filled;1.34;2.20;Thermoplastic
LATI Latilub 87/28-12T G/20 PC, 20% Glass Fiber Reinforced, PTFE Filled;1.43;5.70;Thermoplastic
LATI Latilub 87/28-15T K/20 PC, 20% Carbon Fiber Reinforced, PTFE Filled;1.37;15.3;Thermoplastic
LATI Latilub 87/28-17ST K/15 PC, 15% Carbon Fiber Reinforced, Silicone/PTFE Filled;1.33;10.5;Thermoplastic
LATI Latilub 87/28-20T PC, PTFE Filled;1.32;2.20;Thermoplastic
LATI Latiohm 87/26-06 PD01-V1 PC, Flame Retardant;1.25;7.80;Thermoplastic
LATI Latiohm 87/28-05 PD01 G/10 PC, 10% Glass Fiber Reinforced;1.28;7.50;Thermoplastic
LATI Latishield 38/11-08A G/10 ABS/PC, Steel/Glass Fiber Reinforced;1.26;5.50;Thermoplastic
LATI Latishield 87/28-10A PC, Steel Fiber Reinforced;1.31;3.10;Thermoplastic
LATI Latishield 87/28-10A G/20 PC, Steel/Glass Fiber Reinforced;1.44;5.10;Thermoplastic
LATI Latistat 87/28-06 PC;1.22;2.60;Thermoplastic
5 Polycarbonate Resin;1.20;2.48;Thermoplastic
Lotte Advanced Materials Infino AE-2150 PC/PET, 15% MF;1.33;3.53;Thermoplastic
Lotte Advanced Materials Infino AE-2230 PC/PET, 20% MF;1.35;3.73;Thermoplastic
Lotte Advanced Materials Infino AE-3063I PC/PBT;1.20;1.72;Thermoplastic
Lotte Advanced Materials Infino CF-1021T PC;1.18;2.16;Thermoplastic
Lotte Advanced Materials Infino CF-3300HF PC/30% GF;1.40;6.37;Thermoplastic
Lotte Advanced Materials Infino EN-1052W PC;1.18;1.96;Thermoplastic
Lotte Advanced Materials Infino FD-1010 PC;1.20;2.06;Thermoplastic
Lotte Advanced Materials Infino GC-1022U PC;1.18;2.06;Thermoplastic
Lotte Advanced Materials Infino GI-3103 PC/10% GF;1.25;3.24;Thermoplastic
Lotte Advanced Materials Infino GM-1080 PC;1.20;1.96;Thermoplastic
Lotte Advanced Materials Infino GW-3330 PC/GF;1.40;5.54;Thermoplastic
Lotte Advanced Materials Infino HF-1023IM PC;1.18;1.92;Thermoplastic
Lotte Advanced Materials Infino HM-1100 PC/ABS/GF;1.26;3.43;Thermoplastic
Lotte Advanced Materials Infino HN-1074 PC;1.20;1.77;Thermoplastic
Lotte Advanced Materials Infino HN-3102GH PC, 10% Glass Filled;1.26;2.45;Thermoplastic
Lotte Advanced Materials Infino HP-1000XB PC/ABS;1.13;1.96;Thermoplastic
Lotte Advanced Materials Infino HP-1000XC PC/ABS;1.17;2.35;Thermoplastic
Lotte Advanced Materials Infino HP-1000XD PC/ABS;1.16;2.16;Thermoplastic
Lotte Advanced Materials Infino HP-1000XG PC/ABS;1.15;2.26;Thermoplastic
Lotte Advanced Materials Infino LM-1090 PC/ABS;1.20;2.16;Thermoplastic
Lotte Advanced Materials Infino LP-3300 PC/GF;1.46;6.28;Thermoplastic
Lotte Advanced Materials Infino LS-1159 PC/ABS/ 15% GF;1.28;4.31;Thermoplastic
Lotte Advanced Materials Infino LS-1159S PC/ABS/ 15% GF, High Impact;1.28;3.92;Thermoplastic
Lotte Advanced Materials Infino LT-1100 PC, Automotive Lighting Grade;1.19;2.21;Thermoplastic
Lotte Advanced Materials Infino LX-1098F PC/ABS;1.13;2.06;Thermoplastic
Lotte Advanced Materials Infino ML-1010R PC Poly, Medical Grade;1.20;2.26;Thermoplastic
Lotte Advanced Materials Infino NH-1021U PC/ABS;1.19;2.75;Thermoplastic
Lotte Advanced Materials Infino NH-1022 PC/ABS;1.19;1.96;Thermoplastic
Lotte Advanced Materials Infino NH-1024 PC/ABS;1.20;2.13;Thermoplastic
Lotte Advanced Materials Infino NH-1250 PC/ABS, 25% MF;1.39;5.00;Thermoplastic
Lotte Advanced Materials Infino NH-3150F PC/GF;1.31;4.90;Thermoplastic
Lotte Advanced Materials Infino NH-3200 PC, 20% GF;1.34;4.90;Thermoplastic
Lotte Advanced Materials Infino NM-1209 PC/ABS, 20% MF;1.35;2.94;Thermoplastic
Lotte Advanced Materials Infino SA-1100 PC;1.20;2.01;Thermoplastic
Lotte Advanced Materials Infino WP-1061 PC/ABS;1.12;1.67;Thermoplastic
Lotte Advanced Materials Infino WP-1071 PC/ABS;1.14;1.76;Thermoplastic
Lotte Advanced Materials Infino WP-1100 PC/ABS/GF;1.21;3.14;Thermoplastic
Lotte Advanced Materials Infino WP-1200 PC/ABS/GF;1.27;4.22;Thermoplastic
Lotte Advanced Materials Infino WR-7000P PC/ASA;1.14;2.26;Thermoplastic
Lotte Advanced Materials Infino WR-7250HS PC/ASA;1.16;1.96;Thermoplastic
Lotte Advanced Materials Infino WR-7390 PC/ASA;1.17;2.06;Thermoplastic
Lotte Advanced Materials Infino WX-7010 PC/ASA;1.16;1.86;Thermoplastic
Loxim 110 01V0 Polycarbonate, 10% Glass Filled, Flame Retardant;1.27;3.50;Thermoplastic
Loxim 130 01V0 Polycarbonate, 30% Glass Filled, Flame Retardant;1.44;8.00;Thermoplastic
Loxim 130 01HB Polycarbonate, 30% Glass Filled, Flame Retardant;1.52;8.00;Thermoplastic
Loxim 140 01V0 Polycarbonate, 40% Glass Filled, Flame Retardant;1.52;9.00;Thermoplastic
Lehmann & Voss LUVOCOM 50/CF/10/GF/10/TF/10/BK Polycarbonate with carbon fiber, glass fiber and PTFE;1.38;9.00;Thermoplastic
Lehmann & Voss LUVOCOM 50/CF/10/TF/15/BK 100 Polycarbonate with carbon fiber and PTFE;1.34;7.50;Thermoplastic
Lehmann & Voss LUVOCOM 50/GF/20/TF/20/BK 100 Polycarbonate with glass fiber and PTFE;1.48;5.50;Thermoplastic
Lehmann & Voss LUVOCOM 50/TF/15/BK Polycarbonate with PTFE;1.29;2.20;Thermoplastic
Mitsubishi Iupilon N-9 Polycarbonate;1.31;2.60;Thermoplastic
Mitsubishi Iupilon EHR 3400 Polycarbonate;1.30;2.80;Thermoplastic
Mitsubishi Iupilon EHR 3200 Polycarbonate;1.41;2.70;Thermoplastic
Mitsubishi Iupilon EHG 2010R Polycarbonate;1.37;4.10;Thermoplastic
Mitsubishi Iupilon GSH- 2010R2 Polycarbonate;1.27;4.40;Thermoplastic
Mitsubishi Iupilon GSH-2020R2 Polycarbonate;1.35;6.20;Thermoplastic
Mitsubishi Iupilon GSH-2030R2 Polycarbonate;1.43;8.90;Thermoplastic
Mitsubishi Iupilon GSH-2040R2 Polycarbonate;1.52;11.7;Thermoplastic
Mitsubishi Iupilon GSH 2010KR Polycarbonate;1.27;4.20;Thermoplastic
Mitsubishi Iupilon GSH 2020KR Polycarbonate;1.35;6.10;Thermoplastic
Mitsubishi Iupilon GSH 2030KR Polycarbonate;1.43;8.70;Thermoplastic
Mitsubishi Iupilon GSH 2040KR Polycarbonate;1.52;11.0;Thermoplastic
Mitsubishi Iupilon GSH 2030R2 K807 Polycarbonate;1.43;5.10;Thermoplastic
Mitsubishi Iupilon GSH 2030R2 991J Polycarbonate;1.43;4.40;Thermoplastic
Mitsubishi Iupilon GSH 2030FT Polycarbonate;1.43;6.20;Thermoplastic
Mitsubishi Iupilon GS 2010MN1 Polycarbonate;1.29;4.50;Thermoplastic
Mitsubishi Iupilon GS 2020MN1 Polycarbonate;1.37;6.50;Thermoplastic
Mitsubishi Iupilon GSH 2020DF Polycarbonate;1.35;5.70;Thermoplastic
Mitsubishi Iupilon GSH 2030DF Polycarbonate;1.43;7.30;Thermoplastic
Mitsubishi Iupilon GSH 2040DF Polycarbonate;1.52;9.30;Thermoplastic
Mitsubishi Iupilon GSH 2050DF Polycarbonate;1.63;11.6;Thermoplastic
Mitsubishi Iupilon GPN 2020DF Polycarbonate;1.34;6.20;Thermoplastic
Mitsubishi Iupilon GPN 2030DF Polycarbonate;1.42;8.20;Thermoplastic
Mitsubishi Iupilon GPN 2040DF Polycarbonate;1.51;11.0;Thermoplastic
Mitsubishi Iupilon GPN 2050DF Polycarbonate;1.63;13.5;Thermoplastic
Mitsubishi Iupilon GPX 2050DF Polycarbonate;1.63;15.0;Thermoplastic
Mitsubishi Iupilon GSH 2010LR Y082 Polycarbonate;1.27;3.30;Thermoplastic
Mitsubishi Iupilon GSH 2020TR 9005 Polycarbonate;1.35;5.80;Thermoplastic
Mitsubishi Iupilon GSH 2010SR 9920A Polycarbonate;1.27;3.40;Thermoplastic
Mitsubishi Iupilon GSH 2030SR 9920A Polycarbonate;1.43;8.00;Thermoplastic
Mitsubishi Iupilon GPX 2010PH Polycarbonate;1.26;3.00;Thermoplastic
Mitsubishi Iupilon GSH 2010PH Polycarbonate;1.26;2.90;Thermoplastic
Mitsubishi Iupilon CFH 2010 Polycarbonate;1.24;8.00;Thermoplastic
Mitsubishi Iupilon CFH 2020 Polycarbonate;1.28;14.0;Thermoplastic
Mitsubishi Iupilon CFH 2030 Polycarbonate;1.31;17.2;Thermoplastic
Mitsubishi Iupilon CGH 1010R2 Polycarbonate;1.31;7.20;Thermoplastic
Mitsubishi Iupilon CGH 1020KR Polycarbonate;1.38;13.0;Thermoplastic
Mitsubishi Iupilon CGH 2010KR Polycarbonate;1.35;17.3;Thermoplastic
Mitsubishi Iupilon LSH 2020 Polycarbonate;1.26;2.50;Thermoplastic
Mitsubishi Iupilon ECF 2015R Polycarbonate;1.26;11.5;Thermoplastic
Mitsubishi Iupilon ECF 2030R Polycarbonate;1.32;17.2;Thermoplastic
Mitsubishi Iupilon LGH 2330M Polycarbonate;1.55;9.50;Thermoplastic
Mitsubishi Iupilon LGH 2410M Polycarbonate;1.41;4.10;Thermoplastic
Mitsubishi Iupilon LCH 2315 Polycarbonate;1.37;10.0;Thermoplastic
Mitsubishi Iupilon LCH 2410 Polycarbonate;1.37;7.50;Thermoplastic
Mitsubishi Iupilon MB 2210R PC/ABS;1.13;2.80;Thermoplastic
Mitsubishi Iupilon MB 2212R PC/ABS;1.12;2.70;Thermoplastic
Mitsubishi Iupilon MB 2215R PC/ABS;1.13;2.40;Thermoplastic
Mitsubishi Iupilon MB 8500 PC/ABS;1.19;2.90;Thermoplastic
Mitsubishi Iupilon MB 8700 PC/ABS;1.20;3.10;Thermoplastic
Mitsubishi Iupilon MB 8900 PC/ABS;1.20;2.80;Thermoplastic
Mitsubishi Iupilon TMB 1412 PC/ABS;1.27;4.10;Thermoplastic
Mitsubishi Iupilon MB 2112 PC/Polyester;1.22;2.10;Thermoplastic
Mitsubishi Iupilon MB 2112N PC/Polyester;1.31;2.50;Thermoplastic
Mitsubishi Iupilon GMB 1110 PC/Polyester;1.29;4.40;Thermoplastic
Mitsubishi Xantar XRM 5010 Polycarbonate;1.25;3.10;Thermoplastic
Mitsubishi Xantar RX 2121 Polycarbonate;1.34;2.50;Thermoplastic
Mitsubishi Xantar LDS 3760 Polycarbonate;1.27;2.50;Thermoplastic
Mitsubishi Xantar LDS 3735 Polycarbonate;1.24;2.20;Thermoplastic
Mitsubishi Xantar LDS 3724 Polycarbonate;1.23;2.25;Thermoplastic
Mitsubishi Xantar LDS 3730 Polycarbonate;1.26;2.20;Thermoplastic
Mitsubishi Xantar LDS 3732 Polycarbonate;1.34;2.40;Thermoplastic
Mitsubishi Xantar LDS 3722 Polycarbonate;1.29;2.50;Thermoplastic
Mitsubishi Xantar C RC 3012 Polycarbonate;1.14;2.20;Thermoplastic
Mitsubishi Xantar C MC 3440 Polycarbonate;1.16;2.70;Thermoplastic
Mitsubishi Xantar C MC 3650 Polycarbonate;1.10;1.90;Thermoplastic
Mitsubishi Xantar C CM 526 Polycarbonate;1.21;3.80;Thermoplastic
Mitsubishi Xantar C CM 546 Polycarbonate;1.29;6.00;Thermoplastic
Mitsubishi Xantar C CP 200 Polycarbonate;1.10;2.00;Thermoplastic
Mitsubishi Xantar C CF 447 Polycarbonate;1.34;4.80;Thermoplastic
Mitsubishi Xantar 17R Polycarbonate;1.01;2.30;Thermoplastic
MRC Polymers NAXELL PC100H High MFR Polycarbonate;1.21;2.37;Thermoplastic
Owens Corning Glass Fiber Reinforced Polycarbonate, 10 wt.% glass;1.26;5.20;Thermoplastic
Opti-Polymers Optiblend PBT-PC Blend GK15 UV PBT-PC, 15% Glass pearls filled;1.45;3.00;Thermoplastic
Opti-Polymers Optilon PC FR 960 ST RAL 9002 / 9011 ( PC flammfest ) PC flame retardant;1.21;2.30;Thermoplastic
Opti-Polymers Optilon PC GF20 LF ST black PC, 20% Glass fiber filled;1.31;4.40;Thermoplastic
Opti-Polymers Optilon PC GF10 ST black PC, 10% Glass fiber filled;1.24;3.60;Thermoplastic
Opti-Polymers Optilon PC GF15 natural PC, 15% Glass fiber filled;1.26;4.40;Thermoplastic
Osterman & Co EPIMAX PC-900F Polycarbonate;1.20;2.17;Thermoplastic
Osterman & Co EPIMAX PC-900FVR Polycarbonate;1.20;2.38;Thermoplastic
Osterman & Co EPITEC PC-6910F Polycarbonate;1.20;2.14;Thermoplastic
Ovation Polymers Nima™ NH PC151 Polycarbonate;1.20;1.58;Thermoplastic
Ovation Polymers RIGITRON 10001 Polycarbonate;1.19;1.85;Thermoplastic
Ovation Polymers RIGITRON 10020 GF Polycarbonate, 20% Glass Reinforced;1.32;3.60;Thermoplastic
Ovation Polymers RIGITRON 10030 GF Polycarbonate, 30% Glass Reinforced;1.41;4.40;Thermoplastic
Ovation Polymers UTTAP ES 10559 Polycarbonate Alloy;1.34;1.75;Thermoplastic
Ovation Polymers Nemcon™ E PC 08CF Polycarbonate;1.22;5.60;Thermoplastic
Ovation Polymers Nemcon™ E-CPC/X1 Polycarbonate Alloy;1.26;2.40;Thermoplastic
Ovation Polymers Nemcon™ E-PC CB Polycarbonate;1.26;2.78;Thermoplastic
Ovation Polymers Nemcon™ H ES DP110/X3 Polycarbonate Alloy;1.49;3.17;Thermoplastic
Ovation Polymers Nemcon™ H PC DP105/X3 BK Polycarbonate;1.45;6.90;Thermoplastic
Ovation Polymers Nemcon™ H PC DP111/X1 Polycarbonate;1.36;3.94;Thermoplastic
Ovation Polymers Nemcon™ H PC DP113/X5 Polycarbonate;1.56;2.45;Thermoplastic
Ovation Polymers Nemcon™ H PC DP120/X2 Polycarbonate, Thermally Conductive;1.60;3.10;Thermoplastic
Ovation Polymers Nemcon™ H PC DP120/X3 BK Polycarbonate, Thermally Conductive, Black;1.48;6.70;Thermoplastic
Ovation Polymers Nima™ NH PC143P Polycarbonate;1.18;1.60;Thermoplastic
Poly Alloy XuanWu™ XW4101 PC/PBT;1.20;1.67;Thermoplastic
PlastiComp Complet LCF30-PC/ABS Polycarbonate/ABS Alloy, 30% Long Carbon Fiber Reinforced;1.29;15.2;Thermoplastic
Plastics Group Polifil GFPC-10 10% Glass-Reinforced Polycarbonate;1.26;2.86;Thermoplastic
Plastics Group Polifil GFPC-20 20% Glass-Reinforced Polycarbonate;1.35;5.86;Thermoplastic
Plastics Group Polifil GFPC-30 30% Glass-Reinforced Polycarbonate;1.43;8.62;Thermoplastic
Polyram RamLloy PBB503 PC/ABS Alloy, Flame Retardant and Heat Stabilized;1.17;2.70;Thermoplastic
Polyram RamLloy PZF301G4 PC/PBT Alloy, 20% Glass Fiber;1.40;6.60;Thermoplastic
Polyram RamTough PZ126 Polycarbonate, Low Viscosity;1.15;2.35;Thermoplastic
Polyram RamTough PZ303G2 Polycarbonate, 10% Glass Fiber;1.20;2.85;Thermoplastic
Polyram RamTough PZ304G2 Polycarbonate, 10% Glass Fiber;1.20;2.90;Thermoplastic
Polyram RamTough PZ305G4 Polycarbonate, 20% Glass Fiber;1.35;4.00;Thermoplastic
Polyram RamTough PZ307G4 Polycarbonate, 20% Glass Fiber, UV Stabilized;1.35;5.00;Thermoplastic
Polyram RamTough PZ307G6 Polycarbonate, 30% Glass Fiber, UV Stabilized;1.16;6.50;Thermoplastic
Polyram RamTough PZ324G4NT Polycarbonate, 20% Glass Fiber, Flame Retardant;1.26;6.00;Thermoplastic
Polyram RamTough PZ333G2 Polycarbonate, 10% Glass Fiber, Flame Retardant;1.30;3.20;Thermoplastic
Polyram RamTough RZ300G2 Polycarbonate, 10% Glass Fiber;1.20;3.12;Thermoplastic
Polyram RamTough RZ320G2 Polycarbonate, 10% Glass Fiber, Flame Retardant;1.28;2.70;Thermoplastic
Polyram RamTough PZ301R8 Polycarbonate, 40% Carbon Fiber;1.35;19.5;Thermoplastic
Polyram RamTough PZ320G2 Polycarbonate, 10% Glass Fiber, Flame Retardant;1.28;3.10;Thermoplastic
Polyram RamTough PZ322G2 Polycarbonate, 10% Glass Fiber;1.21;3.40;Thermoplastic
Polyram RamLloy PBB702 PC/ABS alloy, UV Stabilized;1.14;1.80;Thermoplastic
Premix Thermoplastics PRE-ELEC ESD 7200;1.12;1.80;Thermoplastic
Premix Thermoplastics PRE-ELEC ESD 7300;1.10;1.75;Thermoplastic
Premix Thermoplastics PRE-ELEC PC 1431;1.24;2.50;Thermoplastic
Premix Thermoplastics PRE-ELEC PC/ABS 1420;1.14;2.70;Thermoplastic
Quantum Polycarbonate;1.20;2.24;Thermoplastic
Quantum Polycarbonate 20% Glass Fiber Filled;1.35;5.93;Thermoplastic
RTP Company RTP 2599 X 119413 Polycarbonate/ABS Alloy (PC/ABS), Carbon Fiber - Flame Retardant - Halogen Free - ESD Protection;1.23;9.31;Thermoplastic
RTP Company RTP 399 X 139372 Polycarbonate (PC), Glass Fiber - Flame Retardant;1.42;6.21;Thermoplastic
RTP Company RTP 300 TFE 10 Polycarbonate (PC), PTFE Lubricated;1.25;2.07;Thermoplastic
RTP Company RTP 399 X 151424 A Polycarbonate (PC), Graphite Lubricated - Electrically Conductive - Flame Retardant - Preliminary Datasheet;1.33;4.14;Thermoplastic
RTP Company RTP 300 AR 15 TFE 15 A Polycarbonate (PC), Aramid Fiber - PTFE Lubricated;1.31;3.45;Thermoplastic
RTP Company RTP 305 TFE 15 A Polycarbonate (PC), Glass Fiber - PTFE Lubricated;1.55;8.96;Thermoplastic
RTP Company RTP 2599 X 147398 B Polycarbonate/ABS Alloy (PC/ABS), ESD Protection - Permanently Static Dissipative - UV Stabilized - Preliminary Datasheet;1.14;1.72;Thermoplastic
RTP Company RTP 2599 X 154314 Polycarbonate/ABS Alloy (PC/ABS), ESD Protection - Permanently Static Dissipative - Glass Fiber - Flame Retardant - Preliminary Datasheet;1.53;6.89;Thermoplastic
RTP Company RTP 399 x 154303 B Polycarbonate (PC), ESD Protection - Permanently Static Dissipative - UV Stabilized - Preliminary Datasheet;1.16;1.52;Thermoplastic
RTP Company PermaStat 2500 A UV Polycarbonate/ABS Alloy (PC/ABS), ESD Protection - Permanently Anti-static - UV Stabilized;1.15;1.93;Thermoplastic
RTP Company PermaStat 301 A FR Polycarbonate (PC), ESD Protection - Permanently Anti-static - Glass Fiber - Flame Retardant - Preliminary Datasheet;1.35;3.72;Thermoplastic
RTP Company PermaStat 305 A TFE 10 FR Polycarbonate (PC), ESD Protection - Permanently Anti-static - Flame Retardant - Glass Fiber - PTFE Lubricated - Preliminary Datasheet;1.55;8.27;Thermoplastic
Mitsubishi Chemical Advanced Materials Borotron HD050 5% Boron-filled Polyethylene (ASTM Product Data Sheet);1.01;0.767;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR 1000 UHMW-PE, (Natural & Colors except Black) UHMW-PE (ASTM Product Data Sheet);0.930;0.552;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR DS Crosslinked virgin UHMW-PE;0.932;0.655;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR MD UHMW-PE, FDA Metal Detectable (ASTM Product Data Sheet);0.954;0.552;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR ECO UHMW-PE, Recycled (ASTM Product Data Sheet);0.930;0.676;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR ESD Electro Static Dissipative UHMW-PE (ASTM Product Data Sheet);0.940;0.600;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR EC Electrically Conductive UHMW (ASTM Product Data Sheet);0.940;0.696;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR UV Stabilized UHMW-PE, Black (ASTM Product Data Sheet);0.940;0.800;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR UV Stabilized UHMW-PE, Natural & Colored Except Black (ASTM Product Data Sheet);0.930;0.800;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR 88 ESD UHMW-PE, Premium Glass Filled, Crosslinked Electro Static Dissipative Lining Material (ASTM Product Data Sheet);0.945;0.855;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR 88 W/BurnGuard, Flame Retardant Lining Material (ASTM Product Data Sheet);1.00;0.600;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR 88-2 UHMW-PE, Premium Lubricant Filled Lining Material (ASTM Product Data Sheet);0.933;0.669;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR 88 UHMW-PE, Premium Glass Filled, Crosslinked Linings (ASTM Product Data Sheet);0.930;0.421;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR Oil Filled UHMW-PE FDA/USDA (ASTM Product Data Sheet);0.935;0.300;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR H.O.T. UHMW-PE, Premium Heat Stabilized/Anti-Oxidant Filled, (FDA, USDA, & 3-A Dairy) (ASTM Product Data Sheet);0.940;0.500;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR HPV Food Grade UHMW-PE (ASTM Product Data Sheet);0.930;0.386;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR CERAM P UHMW-PE, Premium Microsphere Filled (ASTM Product Data Sheet);0.960;0.572;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR CleanStat™ Electro Static Dissipative UHMW-PE (ASTM Product Data Sheet);0.940;0.648;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR SuperPlus UHMW-PE, Glass-filled Cross-linked & Heat Stabilized Extreme Wear Resistant (ASTM Product Data Sheet);0.960;0.421;Thermoplastic
Mitsubishi Chemical Advanced Materials TIVAR Polysteel Filled UHMW-PE, High Specific Gravity (ASTM Product Data Sheet);1.45;0.421;Thermoplastic
Mitsubishi Chemical Advanced Materials Tivar Premium UHMW-PE Crosslinked- Various Colors;0.930;0.896;Thermoplastic
Mitsubishi Chemical Advanced Materials Armor-X™ and Armor-X™ with Proknob Non-Marring, Elastomer Polymeric Blend (ASTM Product Data Sheet);1.00;0.355;Thermoplastic
Mitsubishi Chemical Advanced Materials Sanalite HDPE - High Density Polyethylene Cutting Board (FDA, USDA, & NSF) (ASTM Product Data Sheet);0.960;1.38;Thermoplastic
Mitsubishi Chemical Advanced Materials Proteus LDPE - Low Density Polyethylene (ASTM Product Data Sheet);0.920;0.393;Thermoplastic
Mitsubishi Chemical Advanced Materials Quicksilver UHMW-PE Premium Truck Lining (ASTM Product Data Sheet);0.930;0.483;Thermoplastic
Mitsubishi Chemical Advanced Materials Durapro Truck Liners (ASTM Product Data Sheet);0.940;0.565;Thermoplastic
Mitsubishi Chemical Advanced Materials PE 500 PE-HMW, virgin (ISO Data);0.960;1.30;Thermoplastic
Mitsubishi Chemical Advanced Materials Cestilene™ HD 500 Polyethylene;0.960;1.35;Thermoplastic
Mitsubishi Chemical Advanced Materials Cestilene™ HD 1000 Polyethylene;0.930;0.750;Thermoplastic
Mitsubishi Chemical Advanced Materials Cestilene™ HD 1000 R Polyethylene;0.930;0.950;Thermoplastic
Mitsubishi Chemical Advanced Materials Cestidur™ Polyethylene;0.930;0.710;Thermoplastic
Mitsubishi Chemical Advanced Materials Cestlite™ ASTL Polyethylene;0.950;0.770;Thermoplastic
Aclo Accutech Polyethylene HD0234G10UVL High Density Glass Reinforced UV Stabilized;1.00;2.05;Thermoplastic
Aclo Accutech Polyethylene HD0234G20UVL High Density Glass Reinforced UV Stabilized;1.07;3.00;Thermoplastic
Aclo Accutech Polyethylene HD0234G30UVL High Density Glass Reinforced UV Stabilized;1.15;3.70;Thermoplastic
Aclo Accutech Polyethylene HD0234G40UVL High Density Glass Reinforced UV Stabilized;1.25;4.40;Thermoplastic
Aclo Accucomp Polyethylene HD0200L High Density;0.950;0.950;Thermoplastic
Aclo Accucomp Polyethylene HD0202L High Density;0.952;1.00;Thermoplastic
Aclo Accucomp Polyethylene HD0205L High Density;0.955;1.10;Thermoplastic
Aclo Accucomp Polyethylene LD0109L Low Density;0.922;0.320;Thermoplastic
Aclo Accucomp Polyethylene LD0102L Low Density;0.924;0.297;Thermoplastic
Aclo Accutech Polyethylene HD0204UVL High Density UV Stabilized;0.953;1.00;Thermoplastic
Aclo Accutech Polyethylene HD0232G20CV High Density Glass Reinforced Chemically Coupled;1.08;2.50;Thermoplastic
Mocom (ALBIS) PURELL PE 1810 E 93410 LDPE;0.920;0.170;Thermoplastic
Mocom (ALBIS) PURELL PE 1810 E 99950 LDPE;0.920;0.140;Thermoplastic
Mocom (ALBIS) PURELL PE 1840 H 950 LDPE;0.930;0.145;Thermoplastic
Mocom (ALBIS) ALTECH PE-HD A 2010/506 GF10 HDPE, 10% Glass Fiber Reinforced;1.01;1.60;Thermoplastic
Mocom (ALBIS) ALTECH PE-HD A 2010/550 GF10 HDPE, 10% Glass Fiber Reinforced;1.01;1.50;Thermoplastic
Mocom (ALBIS) ALTECH PE-HD A 2020/560 GF20 HDPE, 20% Glass Fiber Reinforced;1.08;2.70;Thermoplastic
Angst+Pfister APSOplast PE-LD Soft PE, high-pressure PE;0.930;0.350;Thermoplastic
Angst+Pfister APSOplast PE-HD Hard PE, low-pressure PE;0.960;0.900;Thermoplastic
Angst+Pfister APSOplast PE-HMW High-molecular hard PE;0.950;1.10;Thermoplastic
Angst+Pfister APSOplast PE-UHMW Ultra-high molecular hard PE;0.930;0.700;Thermoplastic
Angst+Pfister APSOplast PE-UHMW Regenerat Ultra-high molecular hard PE;0.940;0.700;Thermoplastic
Angst+Pfister APSOplast PE-UHMW ED Electrostatically dissipative;0.950;0.750;Thermoplastic
Angst+Pfister APSOplast PE-UHMW FR Flame-retardant;0.990;0.700;Thermoplastic
Arya Sasol LFI 2130 Low Density Polyethylene;0.921;0.15;Thermoplastic
Arya Sasol LFI 2119 Low Density Polyethylene;0.921;0.2;Thermoplastic
Arya Sasol LFI 2125A Low Density Polyethylene;0.921;0.18;Thermoplastic
Arya Sasol LFI 2185A Low Density Polyethylene;0.921;0.17;Thermoplastic
Arya Sasol LFI 2575 Low Density Polyethylene;0.925;0.2;Thermoplastic
Arya Sasol LFI 2047A Low Density Polyethylene;0.920;0.200;Thermoplastic
Arya Sasol LFI 2447A Low Density Polyethylene;0.924;0.3;Thermoplastic
